Year,Engine_Size,Mileage,Doors,Owner_Count,Fuel_Electric,Fuel_Hybrid,Fuel_Petrol,Trans_Manual,Trans_Semi-Automatic
-1.3744284025782523,1.5641905179515072,-1.0955295550886799,-1.3519772242307715,-0.6894475843780502,0,0,1,0,0
1.2233841579854663,-0.6860341567236201,-0.022843379612766317,1.3514622833721803,-0.6894475843780502,0,1,0,0,1
-0.07552212229639302,-1.4649580825727029,0.3736437985610552,-1.3519772242307715,0.014070358864858181,0,0,1,0,0
-0.2198450423277107,-1.4649580825727029,0.5230964187855913,-0.4508307216964543,-1.3929655276209587,0,1,0,0,1
0.5017695578288778,-1.1187696710842219,-1.602805682653307,0.450315780837863,-0.6894475843780502,0,0,0,1,0
-1.2301054825469346,0.8718136949745451,-1.0561507447586216,1.3514622833721803,0.014070358864858181,0,0,1,0,1
-0.9414596424842993,0.8718136949745451,-0.2579627907925876,1.3514622833721803,1.421106245350675,1,0,0,1,0
-1.6630742426408878,-0.16675153949089866,-0.24617452361118175,0.450315780837863,-0.6894475843780502,1,0,0,0,0
-0.7971367224529815,0.17943687199758282,-1.340280280452918,-0.4508307216964543,-0.6894475843780502,1,0,0,0,1
0.9347383179228309,0.6121723863581843,-0.7581797994579776,-0.4508307216964543,-1.3929655276209587,1,0,0,0,1
0.06880079773492469,1.2180021064630264,0.8878983034688825,-1.3519772242307715,-0.6894475843780502,1,0,0,0,1
-1.2301054825469346,-1.6380522883169435,0.21773185385355692,0.450315780837863,0.7175883021077666,0,0,0,0,1
0.21312371776624237,-1.5515051854448232,1.503229702027062,-1.3519772242307715,0.7175883021077666,1,0,0,0,0
1.5120299980481016,-0.33984574523513905,-0.2254700817416871,-1.3519772242307715,0.7175883021077666,0,0,1,1,0
0.9347383179228309,-0.8591283624678608,-0.3516806683355649,1.3514622833721803,1.421106245350675,0,1,0,0,0
-0.9414596424842993,-1.5515051854448232,-0.770267963847521,-1.3519772242307715,0.014070358864858181,1,0,0,0,0
