Year,Engine_Size,Mileage,Doors,Owner_Count,Fuel_Electric,Fuel_Hybrid,Fuel_Petrol,Trans_Manual,Trans_Semi-Automatic
-1.3744284025782474,1.5641905179515079,-1.0955295550886799,-1.3519772242307715,-0.6894475843780502,0,0,1,0,0
1.2233841579854712,-0.6860341567236198,-0.022843379612766397,1.3514622833721803,-0.6894475843780502,0,1,0,0,1
-0.0755221222963881,-1.4649580825727027,0.3736437985610551,-1.3519772242307715,0.0140703588648582,0,0,1,0,0
-0.2198450423277058,-1.4649580825727027,0.5230964187855912,-0.45083072169645416,-1.3929655276209587,0,1,0,0,1
0.5017695578288827,-1.1187696710842217,-1.602805682653307,0.4503157808378631,-0.6894475843780502,0,0,0,1,0
-1.2301054825469298,0.8718136949745456,-1.0561507447586216,1.3514622833721803,0.0140703588648582,0,0,1,0,1
-0.9414596424842944,0.8718136949745456,-0.25796279079258766,1.3514622833721803,1.421106245350675,1,0,0,1,0
-1.6630742426408829,-0.16675153949089824,-0.24617452361118183,0.4503157808378631,-0.6894475843780502,1,0,0,0,0
-0.7971367224529766,0.1794368719975833,-1.340280280452918,-0.45083072169645416,-0.6894475843780502,1,0,0,0,1
0.9347383179228358,0.6121723863581848,-0.7581797994579778,-0.45083072169645416,-1.3929655276209587,1,0,0,0,1
0.0688007977349296,1.218002106463027,0.8878983034688824,-1.3519772242307715,-0.6894475843780502,1,0,0,0,1
-1.2301054825469298,-1.6380522883169433,0.21773185385355684,0.4503157808378631,0.7175883021077666,0,0,0,0,1
0.21312371776624728,-1.551505185444823,1.503229702027062,-1.3519772242307715,0.7175883021077666,1,0,0,0,0
1.5120299980481064,-0.33984574523513866,-0.22547008174168717,-1.3519772242307715,0.7175883021077666,0,0,1,1,0
0.9347383179228358,-0.8591283624678605,-0.35168066833556494,1.3514622833721803,1.421106245350675,0,1,0,0,0
-0.9414596424842944,-1.551505185444823,-0.7702679638475212,-1.3519772242307715,0.0140703588648582,1,0,0,0,0
1.3677070780167888,0.43907818061394405,-0.4933590301645359,-0.45083072169645416,-1.3929655276209587,1,0,0,0,1
0.35744663779756497,-1.0322225682121011,0.005681458684314552,-0.45083072169645416,-0.6894475843780502,1,0,0,0,0
1.6563529180794243,-0.33984574523513866,-0.8798688589137821,-1.3519772242307715,0.7175883021077666,0,0,0,0,0
-0.7971367224529766,1.3045492093351472,-1.1793738937791294,1.3514622833721803,-0.6894475843780502,1,0,0,0,1
1.6563529180794243,-0.08020443661877787,-1.1934459935455826,-1.3519772242307715,1.421106245350675,0,0,1,1,0
0.9347383179228358,0.1794368719975833,-0.07349140426399263,-0.45083072169645416,1.421106245350675,1,0,0,0,0
0.35744663779756497,-1.4649580825727027,-0.62021554920671,0.4503157808378631,0.7175883021077666,0,1,0,1,0
-1.3744284025782474,-1.551505185444823,0.6962985909930185,1.3514622833721803,0.0140703588648582,1,0,0,0,0
1.5120299980481064,-0.7725812595957402,-0.9736790125208016,-0.45083072169645416,0.0140703588648582,1,0,0,1,0
1.0790612379541535,0.43907818061394405,0.1994150551411571,1.3514622833721803,0.7175883021077666,1,0,0,0,0
0.5017695578288827,0.006342666253342524,0.6422363519722265,1.3514622833721803,0.7175883021077666,0,0,1,0,0
-1.2301054825469298,1.3045492093351472,-0.0500994220292655,-0.45083072169645416,-0.6894475843780502,1,0,0,0,0
-1.3744284025782474,-1.3784109797005826,0.206981692392627,-1.3519772242307715,-1.3929655276209587,1,0,0,0,0
1.0790612379541535,0.9583607978466656,1.4819254657412921,-1.3519772242307715,0.0140703588648582,0,0,1,1,0
0.5017695578288827,0.1794368719975833,-1.0339122133244234,0.4503157808378631,0.7175883021077666,0,0,0,0,0
-1.3744284025782474,1.477643415079388,-0.6658691318916459,-1.3519772242307715,0.7175883021077666,1,0,0,1,0
0.5017695578288827,0.43907818061394405,0.9568285233084926,-0.45083072169645416,0.0140703588648582,0,0,0,1,0
-0.9414596424842944,-1.551505185444823,0.47846940731312615,1.3514622833721803,0.0140703588648582,0,0,0,0,0
0.6460924778602004,-1.4649580825727027,0.5645053025245805,-1.3519772242307715,-0.6894475843780502,1,0,0,0,1
1.2233841579854712,0.2659839748697033,0.4230691653637207,-1.3519772242307715,-0.6894475843780502,0,1,0,1,0
0.0688007977349296,-1.3784109797005826,-0.40157894996644733,-1.3519772242307715,0.7175883021077666,0,0,0,0,1
0.21312371776624728,1.6507376208236286,0.005727596716335711,-1.3519772242307715,1.421106245350675,1,0,0,0,1
-1.2301054825469298,-0.7725812595957402,-0.6519815842532772,1.3514622833721803,1.421106245350675,1,0,0,0,0
-0.5084908823903412,1.7372847236957487,1.6309974472016537,0.4503157808378631,0.7175883021077666,0,0,0,0,1
1.6563529180794243,0.3525310777418237,0.9526645659185831,-0.45083072169645416,-0.6894475843780502,0,1,0,1,0
-0.5084908823903412,0.9583607978466656,-0.8039717962389771,1.3514622833721803,1.421106245350675,0,1,0,0,1
-0.2198450423277058,-0.9456754653399809,1.606025237370202,0.4503157808378631,-1.3929655276209587,0,1,0,0,1
-1.3744284025782474,-1.1187696710842217,-0.38154350956125943,-1.3519772242307715,1.421106245350675,0,0,0,1,0
-0.0755221222963881,-0.8591283624678605,-0.023846881809226585,-0.45083072169645416,-1.3929655276209587,0,1,0,0,1
0.6460924778602004,0.09288976912546291,-1.5486511675684729,-1.3519772242307715,0.0140703588648582,0,0,1,0,1
-0.36416796235902354,0.2659839748697033,1.464750583321416,-0.45083072169645416,-0.6894475843780502,0,0,0,0,0
-0.2198450423277058,1.3910963122072673,0.8762369158755348,-0.45083072169645416,0.0140703588648582,1,0,0,0,0
-1.3744284025782474,-1.0322225682121011,-0.5658880165017964,-0.45083072169645416,1.421106245350675,0,0,0,0,0
1.0790612379541535,0.1794368719975833,1.0990490070137122,0.4503157808378631,0.0140703588648582,0,0,1,0,1
0.21312371776624728,0.006342666253342524,1.3709634987304071,-1.3519772242307715,0.0140703588648582,1,0,0,0,1
